KRT8P26 - AP5B1,European,Glomerular filtration rate (creatinine)
ALMS1 - NAT8,European,Urinary metabolites
LILRA6 - LILRB5,European,Creatine kinase in statin users
IL2RA - RPL32P23,European,Multiple sclerosis
IFNAR1 - IFNGR2,European,Cognitive decline (age-related)
LOC102724351,Japanese,Uterine fibroids
LARGE,Finnish,CTACK levels
LOC105377175 - LOC105377174,European,Erectile dysfunction in type 1 diabetes
IGF2BP2,Hispanic,Type 2 diabetes
HOXC13 - LOC105369775,European,Waist-to-hip ratio adjusted for BMI in non-smokers
"CCAT2, CASC8",European,Prostate cancer
PPP4R4,European,Post bronchodilator FEV1
CHRNA3,European,Emphysema distribution in smoking
CRPP1 - CRP,European,Select biomarker traits
RNA5SP56 - PSMC1P12,"African American, European",Waist circumference adjusted for body mass index
PFDN1 - HBEGF,European,Alzheimer's disease in APOE e4- carriers
DNAH11,Han Chinese,"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)"
CADPS,African American,Metabolite levels  (X-11787)
LOC100507053,"African American, European",Alcohol dependence
SLC7A10 - CEBPA,European,Basophil percentage of white cells
LOC105376246 - LOC105376247,European,Cognitive decline rate in late mild cognitive impairment
LOC105377462,European,Post bronchodilator FEV1
SEPT14P7 - IGFBP1,European,Subjective response to lithium treatment in bipolar disorder
DDO,European,Mean platelet volume
LDB3,European,Plasma androstenedione levels in resected early stage-receptor positive breast cancer
SETP16 - CXCR5,European,Crohn's disease
STK10,"African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
SLC8A1,Hispanic,Obesity-related traits
LINC01514 - LBX1,Japanese,Adolescent idiopathic scoliosis
CELF4,European,Social communication problems
LINC01122 - LOC101927285,European,Body mass index
TRX-CAT1-3 - TRR-TCG4-1,European,Cisplatin-induced ototoxicity
NT5C2,European,High light scatter reticulocyte percentage of red cells
MEF2C,European,Intelligence
LAMC1,European,Colorectal cancer
GRAMD1B,European,Chronic lymphocytic leukemia
"FAM227B, FGF7",European,Thyroid volume
CABLES1,European,Lung adenocarcinoma
LOC107985463,European,Optic disc area
SLC26A11,European,Ischemic stroke
"HCG17, HCG18",European,Reticulocyte fraction of red cells
TRPS1,European,HDL cholesterol
KIR3DL2 - RNU6-222P,European,Inflammatory bowel disease
EIF3F,Sardinian European,Depression (quantitative trait)
ACSS3,"European, Hispanic, African American, Asian",Response to antidepressant treatment (citalopram)
HLA-DQB2 - HLA-DOB,European,Platelet distribution width
ANKS1B,Filipino,Body mass index
TPO,Korean,Thyroid peroxidase antibody positivity
WDR26,European,White blood cell count
LINC00885 - LOC105374303,European,Red cell distribution width
CERS2 - LOC105371438,European,Glomerular filtration rate in non diabetics (creatinine)
LOC105369309,European,Fear of severe pain
ARRDC4 - LOC105371009,European,Neuroticism
LOC105374972 - LOC105374974,Kosraen,Quantitative traits
KCNH1,European,Circulating vasoactive peptide levels
SMG6,European,White blood cell count
C7orf72 - IKZF1,European,Granulocyte percentage of myeloid white cells
TXNRD1 - LOC105369949,European,Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)
RN7SL126P - VAMP8,European,Sum eosinophil basophil counts
KANK2,European,Immature fraction of reticulocytes
RNU6-508P - RNA5SP94,European,Menarche (age at onset)
NOTCH4 - LOC101929163,European,Systemic sclerosis
FTO,"African American, Filipino",Body mass index in physically inactive individuals
LOC105374873 - LOC101927691,Amish,Aging
LOC105375723,European,Eosinophil percentage of white cells
NME7,European,D-dimer levels
LRRC16A,European,Lung cancer
TMED3,Finnish,Interleukin-18 levels
ZBTB9 - LOC107986537,European,Age at smoking initiation in chronic obstructive pulmonary disease
INADL,Hispanic,Obesity-related traits
CARNS1,British,Height
RPS27AP4 - LOC728755,Japanese,Cerebrospinal fluid biomarker levels
NNT-AS1,European,Post bronchodilator FEV1/FVC ratio in COPD
LITAF,African American,QT interval
ATXN2L,European,Intelligence
LOC101929163,"African American, European",Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)
CHRNA3,European,Chronic bronchitis and chronic obstructive pulmonary disease
NPR3,European,Height
SBK1,European,Body mass index
"LRRN2, LOC105371692",European,Educational attainment (years of education)
TERT,European,Breast cancer
HBZP1,European,Reticulocyte fraction of red cells
SLC45A2,Latin American,Hair color
UMOD - PDILT,European,Kidney function decline traits
ZNF462,Japanese,Adverse response to chemotherapy in breast cancer (alopecia) (anti-microtubule)
"NME2, NME1-NME2",European,Height
NPDC1,European,Monocyte percentage of white cells
RNA5SP426 - LOC102724940,European,Post bronchodilator FEV1/FVC ratio
GLULP3 - UBASH3B,European,"Cholesterol, total"
SLC34A1 - GRK6,European,Circulating vasoactive peptide levels
MICU2,European,PR segment
"MIR646HG, LOC105372698",European,Type 1 diabetes nephropathy
HNF1B,European,Testicular germ cell tumor
LOC105370177 - TNFSF11,Korean,C-reactive protein levels
GSDMB,European,Ulcerative colitis
BICD1,European,Normalized brain volume
PDZK1IP1 - TAL1,European,Mean corpuscular volume
MIR138-1 - TOPAZ1,Finnish,Macrophage inflammatory protein 1b levels
"LOC105378286, MARCH8",European,Red cell distribution width
FUT6 - FUT3,Indo-European,Vitamin B12 levels
USP30,European,Platelet count
L3MBTL3,European,Mild influenza (H1N1) infection
CA5A,European,White blood cell count (basophil)
SH2B1 - ATP2A1,European,Body mass index (joint analysis main effects and smoking interaction)
DTX2P1,European,Body mass index (joint analysis main effects and smoking interaction)
BRINP3,European,Body mass index
LOC643675,European,Lymphocyte percentage of white cells
LOC105370912 - IREB2,European,Post bronchodilator FEV1/FVC ratio
ENSA,European,Eosinophil percentage of white cells
LOC100420666 - SLC40A1,European,Iron status biomarkers (ferritin levels)
NDUFS2,European,Granulocyte percentage of myeloid white cells
TESK2,European,Immature fraction of reticulocytes
LOC105377989,European,HDL cholesterol
CYB561 - LOC342541,European,Diastolic blood pressure
HCG27 - HLA-C,Japanese,White blood cell types
ADH1B - ADH1C,European,Lung cancer
CYP2F2P - CYP2A6,European,Blood protein levels
LOC105375266 - HMGN1P19,"African American, European",QRS duration
IP6K1,European,Blood protein levels
PNKD,European,Sum basophil neutrophil counts
LOC105369304 - SAMSN1,European,Bone mineral density (spine)
LOC105370913,European,Post bronchodilator FEV1/FVC ratio
TAP2,East Asian,Thionamide-induced agranulocytosis in Graves' disease
LOC100506393,European,Diastolic blood pressure
MMP12 - BOLA3P1,European,Post bronchodilator FEV1/FVC ratio
MAEA,East Asian,Type 2 diabetes
BAK1,European,Sum eosinophil basophil counts
"CTD-2270F17.1, KCNIP1",European,Response to paliperidone in schizophrenia (negative Marder score)
HFE,European,Red blood cell traits
MTCH2,"African American, European",Body mass index
LOC105371356,European,Urate levels
"MAFTRR, LOC105371356",Han Chinese,Serum thyroid-stimulating hormone levels
ADAMTS7,European,Post bronchodilator FEV1/FVC ratio
LOC105377733 - LOC285593,European,Height
CCKAR - TBC1D19,Japanese,Superior frontal gyrus grey matter volume
SATB2,European,Schizophrenia
PLAG1,Korean,Height
LOC107984219,Ashkenazi Jewish,Schizophrenia
FADS2,European,Trans fatty acid levels
VGLL4,Amish,Clopidogrel active metabolite levels
SMARCA4,European,Myocardial infarction (early onset)
TGFBR3 - BRDT,European,Carotid plaque burden
LOC105374904 - RREB1,European,Visceral adipose tissue adjusted for BMI
"ZSCAN31, ZKSCAN3",European,Pulmonary function
ZPR1,European,HDL cholesterol
DZIP1 - DNAJC3-AS1,European,Glomerular filtration rate (cystatin C)
LINC01221,European,Red blood cell count
KDM4B,European,Lymphocyte percentage of white cells
FAM13A,European,Post bronchodilator FEV1/FVC ratio
IL23R,European,Psoriasis
IL2RA,European,Rheumatoid arthritis
ADAM19,European,Bipolar disorder (body mass index interaction)
CPS1,European,Plateletcrit
DIS3L2,European,Waist circumference adjusted for BMI (adjusted for smoking behaviour)
CHD9,European,Fibrinogen levels
LOC100130316 - LOC105379198,European,Coronary atherosclerosis (increased number of diseased vessels) (traffic exposure interaction)
IYD - LOC100420304,European,Response to abacavir-containing treatment in HIV-1 infection (virologic failure)
LOC107986438,European,Post bronchodilator FEV1/FVC ratio
"BTN3A2, BTN3A1",European,Lung cancer
ATF6 - OLFML2B,"African American, European",Hematology traits
FAM13A,European,Post bronchodilator FEV1
LOC105378768 - USP1,European,Crohn's disease
AHNAK2,Finnish,Stem cell factor levels
PSMD3 - CSF3,European,Eosinophil percentage of granulocytes
ASB1,European,Chronotype
IRF8,European,Monocyte percentage of white cells
"LOC107986764, LOC101927354",European,Daytime sleep phenotypes
KLF13,European,Waist-to-hip ratio adjusted for body mass index
CYP4Z2P,European,Blood metabolite levels
ADAMTS7,European,Post bronchodilator FEV1
ADPGK-AS1,European,Urate levels
LOC107985891 - LOC105374786,"African American, European",Waist-to-hip ratio adjusted for body mass index
PIGQ - RAB40C,European,Disc degeneration (lumbar)
LPL - LOC105379311,European,Cardiovascular disease risk factors
MECOM,European,Diastolic blood pressure
ADCY9,"African American, European",Body mass index
UNCX - MICALL2,Asian,Renal function-related traits (eGRFcrea)
EVX1 - RPL35P4,European,Left ventricle wall thickness
CHRNA5,European,Post bronchodilator FEV1/FVC ratio
LOC101929095,British,Parental longevity (mother's age at death)
"ZNF664-FAM101A, ZNF664",East Asian,Triglyceride levels
PVT1,European,Serous invasive ovarian cancer
LOC100506406 - UGT3A1,European,Primary biliary cholangitis
RPS2P27 - EEF1A1P35,European,Subjective well-being
UBA52P4 - LOC105377005,European,Systolic blood pressure
LOC105377904,European,Obsessive-compulsive disorder or autism spectrum disorder
GFI1B,European,Eosinophil counts
PARP6,European,Rate of cognitive decline in mild cognitive impairment (time interaction)
SPTA1,European,Reticulocyte fraction of red cells
JMJD1C,European,Mean platelet volume
DUSP5P2 - MTMR14,European,Subjective well-being
RARB,British,Parental extreme longevity (95 years and older)
ZNF112 - ZNF285,European,Myopia (pathological)
"SLC8A1-AS1, SLC8A1",European,HIV-associated dementia
TNRC6B,British,Morning vs. evening chronotype
TMPRSS6,"African American, European",Mean corpuscular volume
LOC105372641 - LINC00494,Finnish,Stem cell growth factor beta levels
SMC5 - KLF9,East Asian,Body mass index
RNF150,European,Chronic obstructive pulmonary disease-related biomarkers
LOC105373684,"Singaporean, Chinese",Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)
TSEN15,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
FAM134C,European,Colorectal or endometrial cancer
LOC105377462,European,Post bronchodilator FEV1/FVC ratio
LOC105379158,"African American, European",Body mass index
LINC00959,European,White matter hyperintensities in ischemic stroke
MRPS33P3 - RPF2P2,European,Serum uric acid levels in response to allopurinol in gout
USP3,European,High light scatter reticulocyte count
PAMR1,European,Relative hand skill in reading disability
CHRNA3 - CHRNB4,European,Post bronchodilator FEV1/FVC ratio
GATA3,European,Rheumatoid arthritis
BLK,European,Systemic lupus erythematosus
"FAM167A, FAM167A-AS1",European,Cisplatin-induced ototoxicity
FAM19A2,European,Post bronchodilator FEV1/FVC ratio in COPD
LOC107984836 - TMEM219,European,Pubertal anthropometrics
ATP8B3,European,Bipolar disorder
PTPRG,European,Bipolar disorder or attention deficit hyperactivity disorder
NARFL - MSLN,East Asian,Height
LOC101929446 - LOC105375976,European,Neuroticism
GRID1,Latin American,Balding
CRABP2 - ISG20L2,European,Plateletcrit
LOC100420103 - SEPT5,European,Bone ultrasound measurement (broadband ultrasound attenuation)
VAV3,Korean,Plasma thyroid-stimulating hormone levels
HLA-DQB1 - MTCO3P1,European,Crohn's disease
RPS26P2 - FTLP4,European,Post bronchodilator FEV1/FVC ratio
LOC102723344 - USP3,European,Heart failure
GIGYF2,European,Autism spectrum disorder or schizophrenia
LOC105369698,European,Heart rate variability traits (RMSSD)
SLC12A9,European,Resting heart rate
LOC107986001,European,Pediatric bone mineral content (hip)
KCNN3,European,Atrial fibrillation
"SLC8A1, SLC8A1-AS1",European,QT interval
LOC107986584,Japanese,Bipolar disorder
LOC105376000 - LOC107987028,European,Smoking behavior
LOC107984265,European,Schizophrenia
CYP4Z2P,European,Blood metabolite ratios
KLF3-AS1,European,Lymphocyte percentage of white cells
FTO,Japanese,Body mass index (SNP x SNP interaction)
ATF7IP,European,Educational attainment (years of education)
IRF4,European,Chronic lymphocytic leukemia
SLC22A16,Latin American,Glucose homeostasis traits
CYP24A1,European,Calcium levels
LOC105369705 - LOC107984482,European,Waist-to-hip ratio adjusted for body mass index
LOC105377552 - LOC100129957,Finnish,Interleukin-4 levels
IGF2BP2 - TRA2B,European,Smoking behavior
CHRNB4,European,Post bronchodilator FEV1
CADM2,European,Body mass index (joint analysis main effects and smoking interaction)
LOC105379036 - LINC01335,"African American, European",Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)
RPS10P1 - HIST1H4E,Japanese,Renal underexcretion gout
CLEC16A,Sardinian,Multiple sclerosis
ANKRD36,Finnish,Monocyte chemoattractant protein-3 levels
LOC105372648 - ARFGEF2,European,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)
SYT16,European,Longevity (90 years and older)
NOSTRIN,European,Neutrophil count
TERT,Japanese,EGFR mutation-positive lung adenocarcinoma
"GRIN2A, IMPDH1P11",European,Educational attainment (college completion)
NRXN3,"African American, European",Body mass index (joint analysis main effects and physical activity interaction)
FAM53B,European,Cocaine dependence
EXO1,European,Menopause (age at onset)
FADS2,Norwegian,Gestational age at birth (child effect)
CCDC91,European,Height
POC5,European,Obesity
HGFAC,European,Platelet count
ZMIZ1,European,Response to methotrexate in juvenile idiopathic arthritis
SLC6A20,European,Blood metabolite levels
RN7SL423P - LOC100131736,European,Subcutaneous adipose tissue
LINC-PINT,European,Basal cell carcinoma
TMPRSS11F - FTLP10,European,"Facial morphology (factor 2, vertical position of orbits relative to midface)"
"LOC101929163, C6orf10",European,Multiple sclerosis
CCDC170 - ESR1,European,Mammographic density (dense area)
CAST,European,Blood protein levels
LOC107984273 - CCDC172,Korean,Epilepsy and lamotrigine-induced maculopapular eruptions
ZPR1,Latin American,Triglycerides
TGFB2 - LOC105372924,European,Emphysema imaging phenotypes
BZW2,European,High light scatter reticulocyte percentage of red cells
LINC00961 - PGAM1P2,European,Urate levels (BMI interaction)
ANK1,African,Systolic blood pressure
"GP1BB, SEPT5-GP1BB",European,Platelet distribution width
WTAPP1,European,Post bronchodilator FEV1/FVC ratio
MIR4289 - PCNPP2,European,Reticulocyte fraction of red cells
C3orf70 - EHHADH-AS1,European,Major depressive disorder
CCDC162P - RPL7P28,"Hispanic, European",Midgestational circulating levels of PCBs
ZNF804A - LOC105373782,European,Schizophrenia
LOC107985869,Han Chinese,Nonsyndromic cleft lip with cleft palate
ADCY3,"African American, Nigerian",Body mass index
PDHB - LOC107986092,European,Hepcidin/transferrin saturation ratio
ZBTB46,European,Multiple sclerosis
PPARG - TSEN2,European,Immature fraction of reticulocytes
CCDC18,European,Sum eosinophil basophil counts
ENPP4,European,Plasma trimethylamine N-oxide levels
LINC01428,Finnish,Interleukin-10 levels
ABCG2,European,Serum uric acid levels in response to allopurinol in gout
BMP7,European,High light scatter reticulocyte count
LOC105370113,Han Chinese,Lung cancer
C2orf83 - LOC100420667,Japanese,Cervical cancer
HOXD3,European,Mucinous ovarian carcinoma
AGBL4,Bangladeshi,Number of children (6+ vs. 0 or 1)
LOC101929596 - HNRNPLL,Hutterite,Gut microbiome composition (summer)
NUBP2,European,Insulin-like growth factors
TESC,European,Mean platelet volume
LOC107986930,European,Waist-hip ratio
LPL - LOC105379311,European,Red cell distribution width
LINC00598 - FOXO1,European,Corneal structure
ARHGAP1 - ZNF408,European,Bone mineral density (hip)
"AP4B1-AS1, PTPN22",European,Vitiligo
HBS1L,European,Reticulocyte count
MALT1,European,Multiple sclerosis
LINGO2,"African American, Filipino",Body mass index in physically active individuals
IRF5 - TNPO3,European,Primary biliary cholangitis
LOC107984373 - LOC387820,European,Depressive and manic episodes in bipolar disorder
LOC441087,European,Hip circumference
AMD1P1 - MIR4675,African,Neutrophil count
CCND3,Han Chinese,Exploratory eye movement dysfunction in schizophrenia (number of eye fixations)
EEFSEC,European,Post bronchodilator FEV1
SDCCAG8,Ashkenazi Jewish,Schizophrenia
SPARCL1 - DSPP,European,Blood protein levels
SORCS2,European,Gut microbiota (functional units)
IFRD1,European,Amyotrophic lateral sclerosis (age of onset)
CABP4 - TMEM134,European,Mean corpuscular hemoglobin
ATXN2,European,Glaucoma (primary open-angle)
MTHFD1L - LOC102723831,Australian,Type 2 diabetes
SP140,European,Inflammatory bowel disease
LOC124685 - LOC107985015,European,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
LOC107986667,European,Major depressive disorder
FIZ1 - ZNF524,European,Periodontitis (Mean PAL)
LOC105369663 - APOLD1,European,Lymphocyte counts
LOC105378177 - LINC00871,European,Post bronchodilator FEV1
ABCB4,Indian,Gallbladder cancer
CYP2B6,European,Polychlorinated biphenyl levels
DAB2IP - LOC107987125,African American,Metabolite levels  (X-11787)
LOC105375957 - KCNV2,Hispanic,Obesity-related traits
"LOC107984576, LOC105370182",European,Response to paliperidone in schizophrenia (negative Marder score)
TMEM180,European,Ulcerative colitis
LOC105378848 - LOC105378849,European,Essential tremor
LINC01108 - LOC105374943,British,Parental longevity (mother's age at death)
AGXT2,European,Urinary metabolites (H-NMR features)
LOC440704,"African American, European",Body mass index
IREB2,European,Post bronchodilator FEV1
NFASC,Han Chinese,Amyotrophic lateral sclerosis (sporadic)
PPIF - ZCCHC24,European,Height
MIR99AHG,European,Response to radiotherapy in cancer (late toxicity)
PLEKHG1,European,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)
"LOC105373212, LOC105373215",European,Basophil percentage of white cells
SLC45A2,European,Perceived skin darkness
RREB1,Finnish,Eotaxin levels
PRDM8 - FGF5,East Asian,Systolic blood pressure
RGS6,Brazilian,Antibody status in Tripanosoma cruzi seropositivity
PADI4,European,Rheumatoid arthritis
HERPUD1 - CETP,European,Metabolite levels
HCG22 - C6orf15,European,Diastolic blood pressure
LOC105377656 - LOC339978,European,Red blood cell count
LOC100652871,European,"Response to radiotherapy in prostate cancer (toxicity, urinary frequency)"
LOC105378178,European,Post-traumatic stress disorder (asjusted for relatedness)
CSMD1,European,Night sleep phenotypes
LOC107984437 - LOC102723639,African American,Alzheimer's disease
EYS,European,Facial morphology (factor 22)
C12orf79,European,Eosinophil percentage of white cells
ZNF192P1,European,Pubertal anthropometrics
RNU4-77P - KCNK1,European,Periodontal microbiota
PCSK9,European,LDL cholesterol
LRCH1,European,QRS complex (12-leadsum)
CRIM1,European,QRS duration
RNU1-69P - GSTP1P1,African American,Cannabis dependence
"TRA, LOC105370401",Japanese,Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs)
"SENCR, FLI1",European,Platelet count
EYA1,European,Migraine
CHEK2,European,Optic cup area
ARF4P1 - WDR5,European,Mean corpuscular volume
SP1,European,Red blood cell count
CHRNA3,European,Post bronchodilator FEV1/FVC ratio in COPD
MEIS2,European,Post bronchodilator FEV1 in COPD
HYKK,European,Local histogram emphysema pattern
CDH2,European,vWF and FVIII levels
LOC105377975 - MIR3144,European,Body mass index
TNS3,European,High light scatter reticulocyte count
LOC105377418 - LOC105377420,European,Metabolite levels (HVA/MHPG ratio)
LOC101060363 - LOC105376856,European,Ulcerative colitis
CMTM7,African American,Venous thromboembolism adjusted for sickle cell variant rs77121243-T
MKS1,European,Post bronchodilator FEV1 in COPD
STXBP5,European,Plasma plasminogen activator levels
MESTP2 - LOC105370839,European,Night sleep phenotypes
TNFRSF1A,Japanese,Adverse response to chemotherapy (neutropenia/leucopenia) (epirubicin)
DOT1L,European,Height
AGAP11,European,Peripheral arterial disease (traffic-related air pollution interaction)
LOC105372186 - LOC102724913,Finnish,Stem cell factor levels
EXTL2P1 - KIAA1715,European,Congenital heart disease (maternal effect)
BAHCC1,Hispanic,Temporomandibular joint disorder
LOC101929902,European,Post-traumatic stress disorder
KCNQ1,European,Plasma amyloid beta peptide concentrations (ABx-40)
CDKAL1,European,Crohn's disease
NT5C2,European,Blood pressure
CADM1,European,Menarche (age at onset)
PEPD,"African American, European",Waist-to-hip ratio adjusted for body mass index
DDX24,European,Post bronchodilator FEV1/FVC ratio
LOC101928354 - LOC107986572,European,Inflammatory bowel disease
"LOC105375888, PREX2",Finnish,Macrophage colony stimulating factor levels
GPSM3,Japanese,Cerebrospinal fluid biomarker levels
ZNF831,European,Systolic blood pressure
AZU1 - PRTN3,European,White blood cell count (basophil)
LOC105375038 - PANDAR,European,QRS duration
NBPF21P - RN7SKP227,European,Erectile dysfunction in type 1 diabetes
C1R,Japanese,Cerebrospinal fluid biomarker levels
CHRNA5,European,Post bronchodilator FEV1
RYBP,European,Height
ATP2B1,European,Systolic blood pressure
T,European,Visceral adipose tissue/subcutaneous adipose tissue ratio
LOC102724339,European,Mean platelet volume
LOC100421842 - LOC105373143,Amish,Aging
PMFBP1 - LOC105371341,European,Blood protein levels
LOC101927525,European,Intelligence
ZHX3 - LOC100130936,European,"Age-related diseases, mortality and associated endophenotypes"
ZNF536,European,Myopia (pathological)
RNY1P8 - MARK2P12,European,Breast cancer
TGFB2 - LOC105372924,European,Post bronchodilator FEV1
ZNF285B,Sardinian,Personality dimensions
DAB2,European,Glomerular filtration rate (creatinine)
SLCO3A1,Hispanic,Obesity-related traits
PSMD3 - CSF3,European,Neutrophil count
LOC100505938 - NXPH1,European,Post bronchodilator FEV1/FVC ratio
HYAL4,European,Reticulocyte fraction of red cells
LOC102723568,European,Lung disease severity in cystic fibrosis
GRAMD1B,European,Chronic lymphocytic leukemia
FADS1,European,Triglycerides
LINC01048 - LINC00547,European,Age-related macular degeneration
CYP2C9,Japanese,Warfarin maintenance dose
FGFR4 - NSD1,European,Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)
RN7SL72P - LOC392145,European,Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes
HLA-DQA1 - HLA-DQB1,European,Self-reported allergy
RGS14,European,Crohn's disease
CCL24,European,Sum eosinophil basophil counts
PHOX2B,European,Bone mineral density (femoral neck)
RNU4-71P - FAM60DP,European,Prostate-specific antigen levels (conditioned on lead SNPs)
LOC102723839 - RN7SL383P,Han Chinese,Parkinson's disease
SIK3 - LOC101060089,African American,HDL cholesterol
HNF1A,"African American, Hispanic",C-reactive protein
KLKB1,European,Metabolic traits
NPR3,"African American, Filipino",Waist circumference adjusted for BMI in active individuals
ZPR1,European,Triglycerides
ZBTB16,European,Non-glioblastoma glioma
"CCNH, RASA1",European,Prostate cancer aggressiveness
SF3B1 - RNU6-1029P,Ashkenazi Jewish,Schizophrenia
ARRB1,Hispanic,Obstructive sleep apnea trait (average respiratory event duration)
CNTLN,European,QRS interval (sulfonylurea treatment interaction)
IREB2,European,Post bronchodilator FEV1 in COPD
RPL7P51 - SPACA6P-AS,European,Blood protein levels
KLHL5,African American,Uric acid levels
LOC105371252 - RNA5SP426,Han Chinese,Leprosy
SALL4P5 - RPL24P7,Japanese,Type 2 diabetes
TMEM135,European,Bone ultrasound measurement (velocity of sound)
ITGA4,Japanese,Monocyte count
MPHOSPH9,Ashkenazi Jewish,Schizophrenia
LOC105377462 - KRT18P51,European,Post bronchodilator FEV1
ASNSP3 - LOC105370333,"African American, Hawaiian",3-hydroxypropylmercapturic acid levels in smokers
LOC105377959 - RNU6-475P,European,IgG glycosylation
"ZNF365, LOC105378327",Han Chinese,Narcolepsy
NELFE,European,Blood protein levels
MTRF1L,European,Morning vs. evening chronotype
LINC01394 - LOC105374880,Ashkenazi Jewish,Schizophrenia
SERPINE2,Finnish,Interleukin-2 levels
SMCHD1,European,Conotruncal heart defects
RPL12P33 - HNF1A-AS1,European,Epithelial ovarian cancer
MAGI3,European,Cognitive decline rate in late mild cognitive impairment
SYNGR1,European,Primary biliary cholangitis
DOCK5,European,Post bronchodilator FEV1/FVC ratio
CDC37 - PDE4A,European,Multiple sclerosis
PRKD1,Ashkenazi Jewish,Schizophrenia
GNAT2,"African American, European",Body mass index
"JAK2, INSL6",European,Plateletcrit
LOC100533710 - HNRNPKP3,European,Migraine
NRXN1,"European, American",Severe gingival inflammation
PACSIN1,"African American, European",Body mass index
SYCP2L,European,Urate levels in lean individuals
FLT3,Hispanic,White blood cell count (monocyte)
PTPN14,Korean,Plasma thyroid-stimulating hormone levels
INSR,European,Renal cell carcinoma
CAMK1D,European,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
SGCZ,African,Hypertension
LINC01122,European,Myasthenia gravis
ADCY9,European,Diisocyanate-induced asthma
ZPR1,European,Very long-chain saturated fatty acid levels (fatty acid 20:0)
CCAR2,Han Chinese,Exploratory eye movement dysfunction in schizophrenia (cognitive search score)
LOC100130674 - PCDH7,European,Diisocyanate-induced asthma
LILRA1 - LILRB1,Finnish,Interleukin-7 levels
HNF4G - LOC105375906,European,Alzheimer disease and age of onset
CTBP2,East Asian,Height
LINC00520 - LOC105370511,"African American, Hispanic",Body mass index (ever vs never smoking interaction)
CFAP61,Finnish,Stem cell growth factor beta levels
LOC105374736 - LOC105374737,European,Inflammatory bowel disease
LINC00933 - ZSCAN2,"African American, European",Waist circumference adjusted for body mass index
ACTN1,European,Mean platelet volume
NFATC1,"African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
RPL7P4 - MDC1,European,IgG glycosylation
LOC646588 - LOC100506236,European,Waist circumference adjusted for BMI (adjusted for smoking behaviour)
TGFB2 - LOC105372924,European,Post bronchodilator FEV1/FVC ratio
LINC00598 - FOXO1,European,Central corneal thickness
LOC105374489 - LOC107986179,East Asian,Familial hepatitis B virus-related hepatocellular carcinoma
RAMP3 - LOC107986736,European,Hepatic lipid content in extreme obesity
PAPPA2 x LOC644070,European,Venous thromboembolism (SNP x SNP interaction)
EZH2P1 - MIR802,Hispanic,Obesity-related traits
ALMS1P,European,Glomerular filtration rate
SMNDC1 - LOC105378482,European,Crohn's disease
C1orf167,Han Chinese,Schizophrenia
MEF2C-AS1,European,Alzheimer's disease (late onset)
ESR1,European,Height
RNFT1P2 - MGC27382,"African American, Filipino",Body mass index in physically active individuals
FAS - MIR4679-2,Hispanic,Obesity-related traits
SOCS2,European,Height
HHIP,European,Height
AP1M1 - KLF2,European,Eosinophil percentage of granulocytes
LPL - LOC105379311,European,Triglycerides
C17orf82 - TBX4,European,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)
ZNF831,European,Attention function in attention deficit hyperactive disorder
DSCAM,African,Neutrophil count
CBS,European,Homocysteine levels
LOC105372112,East Asian,HDL cholesterol levels
RUNX1,European,Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid)
PLA2G6 - MAFF,East Asian,Triglyceride levels
LOC101928923,Amish,Lipoprotein (a) - cholesterol levels
LOC105369845,European,Polycystic ovary syndrome
YWHAG,European,Multiple sclerosis
12:00 AM,European,LDL cholesterol
LOC149950,European,Monocyte count
PHACTR1,Han Chinese,Coronary heart disease
ASAP1,European,Tuberculosis
PTPRG,African,Bacteremia
MECOM,European,Immune reponse to smallpox (secreted IL-1beta)
EI24P1 - LOC100131216,European,Loneliness
COL24A1 - LOC105378824,European,Clozapine-induced agranulocytosis
SERPINA1,European,Metabolite levels (small molecules and protein measures)
LINC01091 - LOC105377407,"African American, Hawaiian",3-hydroxy-1-methylpropylmercapturic acid levels in smokers
"C10orf54, CDH23",European,White blood cell count
EBF1,Han Chinese,Carotid intima media thickness
BCAS2P3 - RBM26,Ashkenazi Jewish,Schizophrenia
LOC105377462 - KRT18P51,European,Post bronchodilator FEV1
MYRF,European,Glycerophospholipid levels
LOC107986382 - LOC105379028,Finnish,Fibroblast growth factor basic levels
FAM132B,European,Mean corpuscular hemoglobin concentration
VKORC1 - BCKDK,East Asian,Triglyceride levels
